Servo Motion,Servo Position,EMG Value,EMG Voltage,Flex Value
Finger Opening,124,406,1984.36,429
Finger Opening,123,473,2311.83,440
Finger Opening,122,472,2306.94,443
Finger Opening,121,390,1906.16,442
Finger Opening,120,363,1774.19,448
Finger Opening,119,548,2678.4,446
Finger Opening,118,487,2380.25,446
Finger Opening,117,516,2521.99,448
Finger Opening,116,512,2502.44,448
Finger Opening,115,477,2331.38,451
Finger Opening,114,473,2311.83,450
Finger Opening,113,406,1984.36,452
Finger Opening,112,705,3445.75,433
Finger Opening,111,817,3993.16,453
Finger Opening,110,955,4667.64,454
Finger Opening,109,984,4809.38,451
Finger Opening,108,984,4809.38,452
Finger Opening,107,984,4809.38,455
Finger Opening,106,967,4726.29,456
Finger Opening,105,866,4232.65,454
Finger Opening,104,915,4472.14,458
Finger Opening,103,984,4809.38,457
Finger Opening,102,984,4809.38,462
Finger Opening,101,984,4809.38,463
Finger Opening,100,943,4608.99,465
Finger Opening,99,830,4056.7,464
Finger Opening,98,673,3289.35,465
Finger Opening,97,601,2937.44,464
Finger Opening,96,462,2258.06,462
Finger Opening,95,415,2028.35,460
Finger Opening,94,332,1622.68,471
Finger Opening,93,584,2854.35,462
Finger Opening,92,787,3846.53,461
Finger Opening,91,972,4750.73,463
Finger Closing,90,984,4809.38,464
Finger Closing,90,923,4511.24,466
Finger Closing,91,984,4809.38,467
Finger Closing,92,984,4809.38,469
Finger Closing,93,966,4721.41,469
Finger Closing,94,755,3690.13,470
Finger Closing,95,544,2658.85,470
Finger Closing,96,390,1906.16,470
Finger Closing,97,315,1539.59,470
Finger Closing,98,334,1632.45,474
Finger Closing,99,345,1686.22,475
Finger Closing,100,332,1622.68,474
Finger Closing,101,353,1725.32,471
Finger Closing,102,391,1911.05,472
Finger Closing,103,385,1881.72,472
Finger Closing,104,395,1930.6,472
Finger Closing,105,416,2033.24,475
Finger Closing,106,390,1906.16,472
Finger Closing,107,399,1950.15,472
Finger Closing,108,399,1950.15,472
Finger Closing,109,366,1788.86,475
Finger Closing,110,346,1691.1,472
Finger Closing,111,322,1573.8,471
Finger Closing,112,321,1568.91,473
Finger Closing,113,338,1652,477
Finger Closing,114,316,1544.48,476
Finger Closing,115,628,3069.4,477
Finger Closing,116,984,4809.38,478
Finger Closing,117,985,4814.27,477
Finger Closing,118,984,4809.38,478
Finger Closing,119,984,4809.38,480
Finger Closing,120,984,4809.38,476
Finger Closing,121,984,4809.38,474
Finger Closing,122,984,4809.38,474
Finger Closing,123,984,4809.38,470
Finger Closing,124,984,4809.38,468
Finger Closing,125,984,4809.38,464
Finger Closing,126,984,4809.38,460
Finger Closing,127,984,4809.38,436
Finger Closing,128,984,4809.38,456
Finger Closing,129,985,4814.27,454
Finger Closing,130,827,4042.03,451
Finger Closing,131,851,4159.33,447
Finger Closing,132,716,3499.51,448
Finger Closing,133,709,3465.3,446
Finger Closing,134,646,3157.38,445
Finger Closing,135,594,2903.23,441
Finger Closing,136,550,2688.17,440
Finger Closing,137,627,3064.52,440
Finger Closing,138,540,2639.3,439
Finger Closing,139,595,2908.11,417
Finger Closing,140,532,2600.2,436
Finger Closing,141,700,3421.31,435
Finger Closing,142,597,2917.89,435
Finger Closing,143,674,3294.23,435
Finger Closing,144,694,3391.98,435
Finger Closing,145,513,2507.33,435
Finger Closing,146,441,2155.43,433
Finger Closing,147,424,2072.34,433
Finger Closing,148,410,2003.91,433
Finger Closing,149,353,1725.32,432
Finger Closing,150,378,1847.51,431
Finger Closing,151,463,2262.95,432
Finger Closing,152,711,3475.07,432
Finger Closing,153,968,4731.18,431
Finger Closing,154,769,3758.55,430
Finger Closing,155,757,3699.9,419
Finger Closing,156,985,4814.27,425
Finger Closing,157,979,4784.95,422
Finger Closing,158,985,4814.27,417
Finger Closing,159,984,4809.38,417
Finger Closing,160,984,4809.38,413
Finger Closing,161,985,4814.27,406
Finger Closing,162,985,4814.27,405
Finger Closing,163,985,4814.27,403
Finger Closing,164,985,4814.27,402
Finger Closing,165,832,4066.47,401
Finger Closing,166,752,3675.46,400
Finger Closing,167,769,3758.55,399
Finger Closing,168,783,3826.98,400
Finger Closing,169,823,4022.48,401
Finger Opening,170,855,4178.89,402
Finger Opening,170,878,4291.3,403
Finger Opening,169,910,4447.7,404
Finger Opening,168,921,4501.47,406
Finger Opening,167,914,4467.25,406
Finger Opening,166,915,4472.14,408
Finger Opening,165,898,4389.05,408
Finger Opening,164,866,4232.65,409
Finger Opening,163,893,4364.61,409
Finger Opening,162,984,4809.38,410
Finger Opening,161,930,4545.45,410
Finger Opening,160,846,4134.9,411
Finger Opening,159,984,4809.38,418
Finger Opening,158,984,4809.38,413
Finger Opening,157,984,4809.38,415
Finger Opening,156,984,4809.38,416
Finger Opening,155,984,4809.38,419
Finger Opening,154,984,4809.38,420
Finger Opening,153,984,4809.38,422
Finger Opening,152,984,4809.38,433
Finger Opening,151,983,4804.5,416
Finger Opening,150,984,4809.38,426
Finger Opening,149,984,4809.38,428
Finger Opening,148,984,4809.38,430
Finger Opening,147,912,4457.48,431
Finger Opening,146,947,4628.54,431
Finger Opening,145,984,4809.38,433
Finger Opening,144,985,4814.27,436
Finger Opening,143,945,4618.77,442
Finger Opening,142,896,4379.28,438
Finger Opening,141,685,3348,439
Finger Opening,140,654,3196.48,441
Finger Opening,139,702,3431.09,444
Finger Opening,138,599,2927.66,445
Finger Opening,137,577,2820.14,447
Finger Opening,136,557,2722.39,448
Finger Opening,135,601,2937.44,450
Finger Opening,134,611,2986.31,451
Finger Opening,133,774,3782.99,453
Finger Opening,132,949,4638.32,454
Finger Opening,131,886,4330.4,450
Finger Opening,130,782,3822.09,459
Finger Opening,129,632,3088.95,461
Finger Opening,128,648,3167.16,463
Finger Opening,127,565,2761.49,466
Finger Opening,126,610,2981.43,466
Finger Opening,125,792,3870.97,465
Finger Opening,124,811,3963.83,467
Finger Opening,123,775,3787.88,466
Finger Opening,122,868,4242.42,466
Finger Opening,121,923,4511.24,466
Finger Opening,120,985,4814.27,468
Finger Opening,119,985,4814.27,468
Finger Opening,118,985,4814.27,469
Finger Opening,117,985,4814.27,470
Finger Opening,116,985,4814.27,471
Finger Opening,115,985,4814.27,472
Finger Opening,114,985,4814.27,473
Finger Opening,113,985,4814.27,473
Finger Opening,112,985,4814.27,478
Finger Opening,111,985,4814.27,474
Finger Opening,110,984,4809.38,474
Finger Opening,109,985,4814.27,485
Finger Opening,108,984,4809.38,477
Finger Opening,107,824,4027.37,475
Finger Opening,106,649,3172.04,475
Finger Opening,105,656,3206.26,452
Finger Opening,104,582,2844.57,475
Finger Opening,103,609,2976.54,475
Finger Opening,102,629,3074.29,471
Finger Opening,101,747,3651.03,476
Finger Opening,100,914,4467.25,477
Finger Opening,99,977,4775.17,477
Finger Opening,98,985,4814.27,477
Finger Opening,97,985,4814.27,477
Finger Opening,96,968,4731.18,476
Finger Opening,95,776,3792.77,477
Finger Opening,94,574,2805.47,471
Finger Opening,93,463,2262.95,479
Finger Opening,92,396,1935.48,477
Finger Opening,91,383,1871.95,477
Finger Closing,90,476,2326.49,477
Finger Closing,90,396,1935.48,475
Finger Closing,91,324,1583.58,473
Finger Closing,92,276,1348.97,467
Finger Closing,93,418,2043.01,462
Finger Closing,94,601,2937.44,463
Finger Closing,95,739,3611.93,466
Finger Closing,96,656,3206.26,463
Finger Closing,97,502,2453.57,463
Finger Closing,98,450,2199.41,470
Finger Closing,99,460,2248.29,471
Finger Closing,100,436,2130.99,460
Finger Closing,101,441,2155.43,467
Finger Closing,102,460,2248.29,466
Finger Closing,103,401,1959.92,461
Finger Closing,104,347,1695.99,464
Finger Closing,105,261,1275.66,470
Finger Closing,106,254,1241.45,473
Finger Closing,107,276,1348.97,471
Finger Closing,108,230,1124.14,480
Finger Closing,109,231,1129.03,475
Finger Closing,110,395,1930.6,476
Finger Closing,111,470,2297.17,476
Finger Closing,112,433,2116.32,477
Finger Closing,113,348,1700.88,476
Finger Closing,114,294,1436.95,476
Finger Closing,115,339,1656.89,477
Finger Closing,116,437,2135.88,476
Finger Closing,117,426,2082.11,475
Finger Closing,118,444,2170.09,473
Finger Closing,119,504,2463.34,472
Finger Closing,120,628,3069.4,472
Finger Closing,121,739,3611.93,470
Finger Closing,122,750,3665.69,469
Finger Closing,123,798,3900.29,467
Finger Closing,124,828,4046.92,466
Finger Closing,125,790,3861.19,465
Finger Closing,126,611,2986.31,462
Finger Closing,127,449,2194.53,461
Finger Closing,128,398,1945.26,460
Finger Closing,129,479,2341.15,459
Finger Closing,130,544,2658.85,458
Finger Closing,131,556,2717.5,457
Finger Closing,132,746,3646.14,457
Finger Closing,133,941,4599.22,457
Finger Closing,134,984,4809.38,456
Finger Closing,135,984,4809.38,455
Finger Closing,136,984,4809.38,455
Finger Closing,137,984,4809.38,452
Finger Closing,138,984,4809.38,453
Finger Closing,139,984,4809.38,452
Finger Closing,140,896,4379.28,451
Finger Closing,141,724,3538.61,450
Finger Closing,142,607,2966.76,449
Finger Closing,143,548,2678.4,448
Finger Closing,144,732,3577.71,447
Finger Closing,145,596,2913,446
Finger Closing,146,757,3699.9,445
Finger Closing,147,627,3064.52,444
Finger Closing,148,767,3748.78,443
Finger Closing,149,633,3093.84,442
Finger Closing,150,647,3162.27,441
Finger Closing,151,533,2605.08,444
Finger Closing,152,537,2624.63,439
Finger Closing,153,484,2365.59,436
Finger Closing,154,477,2331.38,434
Finger Closing,155,506,2473.12,433
Finger Closing,156,522,2551.32,431
Finger Closing,157,614,3000.98,431
Finger Closing,158,829,4051.81,429
Finger Closing,159,985,4814.27,427
Finger Closing,160,985,4814.27,423
Finger Closing,161,985,4814.27,420
Finger Closing,162,985,4814.27,415
Finger Closing,163,985,4814.27,409
Finger Closing,164,984,4809.38,412
Finger Closing,165,985,4814.27,399
Finger Closing,166,961,4696.97,395
Finger Closing,167,855,4178.89,392
Finger Closing,168,736,3597.26,392
Finger Closing,169,719,3514.17,387
Finger Opening,170,533,2605.08,386
Finger Opening,170,392,1915.93,385
Finger Opening,169,325,1588.47,386
Finger Opening,168,681,3328.45,387
Finger Opening,167,944,4613.88,387
Finger Opening,166,984,4809.38,388
Finger Opening,165,984,4809.38,390
Finger Opening,164,984,4809.38,392
Finger Opening,163,984,4809.38,393
Finger Opening,162,984,4809.38,396
Finger Opening,161,984,4809.38,399
Finger Opening,160,971,4745.85,403
Finger Opening,159,935,4569.89,402
Finger Opening,158,713,3484.85,414
Finger Opening,157,676,3304.01,420
Finger Opening,156,684,3343.11,423
Finger Opening,155,879,4296.19,429
Finger Opening,154,984,4809.38,430
Finger Opening,153,985,4814.27,434
Finger Opening,152,832,4066.47,438
Finger Opening,151,701,3426.2,440
Finger Opening,150,672,3284.46,442
Finger Opening,149,601,2937.44,445
Finger Opening,148,497,2429.13,448
Finger Opening,147,770,3763.44,453
Finger Opening,146,696,3401.76,454
Finger Opening,145,774,3782.99,458
Finger Opening,144,727,3553.27,462
Finger Opening,143,751,3670.58,465
Finger Opening,142,919,4491.69,469
Finger Opening,141,919,4491.69,472
Finger Opening,140,708,3460.41,475
Finger Opening,139,591,2888.56,473
Finger Opening,138,589,2878.79,475
Finger Opening,137,539,2634.41,477
Finger Opening,136,555,2712.61,486
Finger Opening,135,484,2365.59,478
Finger Opening,134,558,2727.27,478
Finger Opening,133,433,2116.32,477
Finger Opening,132,526,2570.87,477
Finger Opening,131,436,2130.99,475
Finger Opening,130,372,1818.18,475
Finger Opening,129,373,1823.07,475
Finger Opening,128,399,1950.15,511
Finger Opening,127,424,2072.34,473
Finger Opening,126,400,1955.03,476
Finger Opening,125,471,2302.05,478
Finger Opening,124,544,2658.85,479
Finger Opening,123,637,3113.39,482
Finger Opening,122,520,2541.54,482
Finger Opening,121,526,2570.87,483
Finger Opening,120,412,2013.69,483
Finger Opening,119,460,2248.29,482
Finger Opening,118,391,1911.05,482
Finger Opening,117,386,1886.61,482
Finger Opening,116,371,1813.29,486
Finger Opening,115,314,1534.7,483
Finger Opening,114,331,1617.79,481
Finger Opening,113,299,1461.39,477
Finger Opening,112,539,2634.41,474
Finger Opening,111,488,2385.14,478
Finger Opening,110,412,2013.69,478
Finger Opening,109,443,2165.2,479
Finger Opening,108,426,2082.11,476
Finger Opening,107,426,2082.11,480
Finger Opening,106,430,2101.66,480
Finger Opening,105,371,1813.29,480
Finger Opening,104,405,1979.47,481
Finger Opening,103,468,2287.39,481
Finger Opening,102,455,2223.85,482
Finger Opening,101,489,2390.03,492
Finger Opening,100,402,1964.81,482
Finger Opening,99,326,1593.35,483
Finger Opening,98,248,1212.12,482
Finger Opening,97,250,1221.9,482
Finger Opening,96,315,1539.59,478
Finger Opening,95,251,1226.78,469
Finger Opening,94,227,1109.48,462
Finger Opening,93,339,1656.89,361
Finger Opening,92,429,2096.77,475
Finger Opening,91,456,2228.74,477
Finger Closing,90,495,2419.35,459
Finger Closing,90,472,2306.94,473
Finger Closing,91,455,2223.85,469
Finger Closing,92,504,2463.34,461
Finger Closing,93,484,2365.59,476
Finger Closing,94,390,1906.16,471
Finger Closing,95,305,1490.71,463
Finger Closing,96,251,1226.78,459
Finger Closing,97,228,1114.37,457
Finger Closing,98,236,1153.47,458
Finger Closing,99,258,1261,463
Finger Closing,100,257,1256.11,462
Finger Closing,101,277,1353.86,460
Finger Closing,102,279,1363.64,459
Finger Closing,103,291,1422.29,442
Finger Closing,104,318,1554.25,462
Finger Closing,105,299,1461.39,465
Finger Closing,106,264,1290.32,465
Finger Closing,107,271,1324.54,469
Finger Closing,108,249,1217.01,470
Finger Closing,109,240,1173.02,471
Finger Closing,110,217,1060.61,471
Finger Closing,111,184,899.32,469
Finger Closing,112,209,1021.51,469
Finger Closing,113,201,982.4,469
Finger Closing,114,329,1608.02,467
Finger Closing,115,593,2898.34,465
Finger Closing,116,608,2971.65,464
Finger Closing,117,568,2776.15,452
Finger Closing,118,590,2883.68,461
Finger Closing,119,777,3797.65,460
Finger Closing,120,713,3484.85,459
Finger Closing,121,831,4061.58,459
Finger Closing,122,744,3636.36,456
Finger Closing,123,662,3235.58,455
Finger Closing,124,512,2502.44,454
Finger Closing,125,400,1955.03,455
Finger Closing,126,353,1725.32,452
Finger Closing,127,293,1432.06,450
Finger Closing,128,267,1304.99,448
Finger Closing,129,239,1168.13,447
Finger Closing,130,224,1094.82,445
Finger Closing,131,198,967.74,445
Finger Closing,132,190,928.64,444
Finger Closing,133,199,972.63,442
Finger Closing,134,261,1275.66,439
Finger Closing,135,238,1163.25,437
Finger Closing,136,337,1647.12,434
Finger Closing,137,322,1573.8,432
Finger Closing,138,360,1759.53,422
Finger Closing,139,356,1739.98,426
Finger Closing,140,353,1725.32,430
Finger Closing,141,328,1603.13,430
Finger Closing,142,310,1515.15,412
Finger Closing,143,378,1847.51,432
Finger Closing,144,295,1441.84,432
Finger Closing,145,333,1627.57,433
Finger Closing,146,339,1656.89,431
Finger Closing,147,288,1407.62,433
Finger Closing,148,304,1485.83,434
Finger Closing,149,481,2350.93,434
Finger Closing,150,485,2370.48,435
Finger Closing,151,459,2243.4,434
Finger Closing,152,587,2869.01,434
Finger Closing,153,737,3602.15,432
Finger Closing,154,894,4369.5,433
Finger Closing,155,915,4472.14,429
Finger Closing,156,894,4369.5,428
Finger Closing,157,796,3890.52,436
Finger Closing,158,730,3567.94,424
Finger Closing,159,652,3186.71,419
Finger Closing,160,664,3245.36,418
Finger Closing,161,712,3479.96,414
Finger Closing,162,640,3128.05,409
Finger Closing,163,621,3035.19,406
Finger Closing,164,552,2697.95,401
Finger Closing,165,496,2424.24,398
Finger Closing,166,546,2668.62,395
Finger Closing,167,556,2717.5,393
Finger Closing,168,509,2487.78,389
Finger Closing,169,416,2033.24,385
Finger Opening,170,484,2365.59,383
Finger Opening,170,616,3010.75,381
Finger Opening,169,684,3343.11,379
Finger Opening,168,783,3826.98,379
Finger Opening,167,806,3939.39,378
Finger Opening,166,842,4115.35,377
Finger Opening,165,882,4310.85,377
Finger Opening,164,869,4247.31,377
Finger Opening,163,735,3592.38,378
Finger Opening,162,689,3367.55,379
Finger Opening,161,673,3289.35,370
Finger Opening,160,560,2737.05,383
Finger Opening,159,501,2448.68,384
Finger Opening,158,393,1920.82,389
Finger Opening,157,316,1544.48,392
Finger Opening,156,439,2145.65,392
Finger Opening,155,450,2199.41,395
Finger Opening,154,436,2130.99,398
Finger Opening,153,507,2478.01,401
Finger Opening,152,534,2609.97,403
Finger Opening,151,515,2517.11,405
Finger Opening,150,464,2267.84,407
Finger Opening,149,416,2033.24,411
Finger Opening,148,351,1715.54,414
Finger Opening,147,311,1520.04,418
Finger Opening,146,263,1285.43,421
Finger Opening,145,249,1217.01,423
Finger Opening,144,286,1397.85,424
Finger Opening,143,343,1676.44,426
Finger Opening,142,366,1788.86,427
Finger Opening,141,309,1510.26,428
Finger Opening,140,309,1510.26,429
Finger Opening,139,311,1520.04,430
Finger Opening,138,456,2228.74,426
Finger Opening,137,521,2546.43,430
Finger Opening,136,696,3401.76,432
Finger Opening,135,745,3641.25,432
Finger Opening,134,830,4056.7,432
Finger Opening,133,846,4134.9,437
Finger Opening,132,804,3929.62,433
Finger Opening,131,691,3377.32,433
Finger Opening,130,690,3372.43,433
Finger Opening,129,718,3509.29,434
Finger Opening,128,573,2800.59,434
Finger Opening,127,459,2243.4,434
Finger Opening,126,410,2003.91,434
Finger Opening,125,585,2859.24,445
Finger Opening,124,537,2624.63,436
Finger Opening,123,666,3255.13,436
Finger Opening,122,590,2883.68,435
Finger Opening,121,732,3577.71,440
Finger Opening,120,735,3592.38,436
Finger Opening,119,878,4291.3,436
Finger Opening,118,912,4457.48,438
Finger Opening,117,868,4242.42,439
Finger Opening,116,706,3450.64,440
Finger Opening,115,601,2937.44,442
Finger Opening,114,542,2649.07,442
Finger Opening,113,543,2653.96,441
Finger Opening,112,812,3968.72,446
Finger Opening,111,951,4648.09,447
Finger Opening,110,785,3836.75,447
Finger Opening,109,644,3147.6,447
Finger Opening,108,573,2800.59,448
Finger Opening,107,480,2346.04,449
Finger Opening,106,384,1876.83,450
Finger Opening,105,302,1476.05,450
Finger Opening,104,221,1080.16,450
Finger Opening,103,195,953.08,450
Finger Opening,102,231,1129.03,451
Finger Opening,101,273,1334.31,451
Finger Opening,100,296,1446.73,450
Finger Opening,99,262,1280.55,451
Finger Opening,98,258,1261,451
Finger Opening,97,342,1671.55,451
Finger Opening,96,360,1759.53,452
Finger Opening,95,466,2277.61,452
Finger Opening,94,448,2189.64,452
Finger Opening,93,531,2595.31,453
Finger Opening,92,555,2712.61,453
Finger Opening,91,605,2956.99,454
Finger Closing,90,563,2751.71,454
Finger Closing,90,521,2546.43,455
Finger Closing,91,381,1862.17,455
Finger Closing,92,345,1686.22,455
Finger Closing,93,401,1959.92,455
Finger Closing,94,456,2228.74,456
Finger Closing,95,470,2297.17,455
Finger Closing,96,362,1769.31,456
Finger Closing,97,341,1666.67,456
Finger Closing,98,361,1764.42,456
Finger Closing,99,330,1612.9,455
Finger Closing,100,323,1578.69,455
Finger Closing,101,388,1896.38,455
Finger Closing,102,398,1945.26,455
Finger Closing,103,413,2018.57,456
Finger Closing,104,360,1759.53,454
Finger Closing,105,276,1348.97,453
Finger Closing,106,290,1417.4,454
Finger Closing,107,376,1837.73,454
Finger Closing,108,468,2287.39,455
Finger Closing,109,432,2111.44,457
Finger Closing,110,328,1603.13,455
Finger Closing,111,269,1314.76,456
Finger Closing,112,234,1143.69,455
Finger Closing,113,208,1016.62,455
Finger Closing,114,221,1080.16,455
Finger Closing,115,234,1143.69,455
Finger Closing,116,210,1026.39,455
Finger Closing,117,319,1559.14,454
Finger Closing,118,283,1383.19,455
Finger Closing,119,256,1251.22,454
Finger Closing,120,363,1774.19,454
Finger Closing,121,355,1735.09,454
Finger Closing,122,426,2082.11,454
Finger Closing,123,490,2394.92,454
Finger Closing,124,376,1837.73,453
Finger Closing,125,387,1891.5,452
Finger Closing,126,357,1744.87,452
Finger Closing,127,337,1647.12,452
Finger Closing,128,271,1324.54,452
Finger Closing,129,368,1798.63,452
Finger Closing,130,359,1754.64,452
Finger Closing,131,276,1348.97,452
Finger Closing,132,465,2272.73,452
Finger Closing,133,546,2668.62,452
Finger Closing,134,441,2155.43,451
Finger Closing,135,408,1994.13,451
Finger Closing,136,375,1832.84,451
Finger Closing,137,345,1686.22,451
Finger Closing,138,394,1925.71,451
Finger Closing,139,414,2023.46,440
Finger Closing,140,368,1798.63,450
Finger Closing,141,331,1617.79,450
Finger Closing,142,267,1304.99,452
Finger Closing,143,208,1016.62,448
Finger Closing,144,286,1397.85,448
Finger Closing,145,274,1339.2,447
Finger Closing,146,265,1295.21,444
Finger Closing,147,356,1739.98,446
Finger Closing,148,292,1427.17,446
Finger Closing,149,253,1236.56,444
Finger Closing,150,344,1681.33,444
Finger Closing,151,563,2751.71,442
Finger Closing,152,676,3304.01,441
Finger Closing,153,876,4281.52,441
Finger Closing,154,985,4814.27,440
Finger Closing,155,969,4736.07,435
Finger Closing,156,985,4814.27,436
Finger Closing,157,868,4242.42,434
Finger Closing,158,761,3719.45,433
Finger Closing,159,737,3602.15,430
Finger Closing,160,718,3509.29,426
Finger Closing,161,682,3333.33,428
Finger Closing,162,812,3968.72,424
Finger Closing,163,835,4081.13,423
Finger Closing,164,715,3494.62,423
Finger Closing,165,791,3866.08,429
Finger Closing,166,695,3396.87,424
Finger Closing,167,607,2966.76,421
Finger Closing,168,519,2536.66,421
Finger Closing,169,457,2233.63,421
Finger Opening,170,538,2629.52,425
Finger Opening,170,534,2609.97,425
Finger Opening,169,541,2644.18,424
Finger Opening,168,473,2311.83,425
Finger Opening,167,506,2473.12,424
Finger Opening,166,668,3264.91,426
Finger Opening,165,768,3753.67,426
Finger Opening,164,739,3611.93,425
Finger Opening,163,756,3695.01,426
Finger Opening,162,716,3499.51,449
Finger Opening,161,585,2859.24,426
Finger Opening,160,478,2336.27,426
Finger Opening,159,447,2184.75,449
Finger Opening,158,682,3333.33,428
Finger Opening,157,698,3411.53,427
Finger Opening,156,563,2751.71,428
Finger Opening,155,511,2497.56,426
Finger Opening,154,509,2487.78,431
Finger Opening,153,426,2082.11,431
Finger Opening,152,378,1847.51,435
Finger Opening,151,414,2023.46,438
Finger Opening,150,442,2160.31,441
Finger Opening,149,408,1994.13,443
Finger Opening,148,381,1862.17,447
Finger Opening,147,349,1705.77,448
Finger Opening,146,329,1608.02,450
Finger Opening,145,332,1622.68,452
Finger Opening,144,395,1930.6,454
Finger Opening,143,470,2297.17,451
Finger Opening,142,453,2214.08,457
Finger Opening,141,505,2468.23,459
Finger Opening,140,478,2336.27,462
Finger Opening,139,464,2267.84,465
Finger Opening,138,392,1915.93,464
Finger Opening,137,458,2238.51,462
Finger Opening,136,485,2370.48,466
Finger Opening,135,454,2218.96,469
Finger Opening,134,381,1862.17,469
Finger Opening,133,354,1730.21,470
Finger Opening,132,522,2551.32,470
Finger Opening,131,599,2927.66,470
Finger Opening,130,539,2634.41,466
Finger Opening,129,437,2135.88,466
Finger Opening,128,355,1735.09,460
Finger Opening,127,352,1720.43,463
Finger Opening,126,294,1436.95,467
Finger Opening,125,291,1422.29,471
Finger Opening,124,354,1730.21,467
Finger Opening,123,811,3963.83,470
Finger Opening,122,984,4809.38,469
Finger Opening,121,984,4809.38,467
Finger Opening,120,984,4809.38,468
Finger Opening,119,984,4809.38,471
Finger Opening,118,984,4809.38,472
Finger Opening,117,984,4809.38,473
Finger Opening,116,984,4809.38,473
Finger Opening,115,984,4809.38,475
Finger Opening,114,984,4809.38,475
Finger Opening,113,984,4809.38,476
Finger Opening,112,984,4809.38,475
Finger Opening,111,984,4809.38,477
Finger Opening,110,984,4809.38,477
Finger Opening,109,891,4354.84,477
Finger Opening,108,779,3807.43,482
Finger Opening,107,595,2908.11,478
Finger Opening,106,607,2966.76,482
Finger Opening,105,547,2673.51,477
Finger Opening,104,488,2385.14,477
Finger Opening,103,562,2746.82,476
Finger Opening,102,460,2248.29,476
Finger Opening,101,356,1739.98,479
Finger Opening,100,386,1886.61,475
Finger Opening,99,339,1656.89,474
Finger Opening,98,558,2727.27,474
Finger Opening,97,640,3128.05,473
Finger Opening,96,601,2937.44,472
Finger Opening,95,471,2302.05,478
Finger Opening,94,472,2306.94,472
Finger Opening,93,498,2434.02,472
Finger Opening,92,386,1886.61,471
Finger Opening,91,323,1578.69,471
Finger Closing,90,301,1471.16,470
Finger Closing,90,378,1847.51,469
Finger Closing,91,299,1461.39,469
Finger Closing,92,354,1730.21,469
Finger Closing,93,421,2057.67,469
Finger Closing,94,570,2785.92,469
Finger Closing,95,761,3719.45,469
Finger Closing,96,891,4354.84,469
Finger Closing,97,985,4814.27,470
Finger Closing,98,985,4814.27,470
Finger Closing,99,985,4814.27,470
Finger Closing,100,985,4814.27,471
Finger Closing,101,969,4736.07,471
Finger Closing,102,687,3357.77,471
Finger Closing,103,639,3123.17,471
Finger Closing,104,522,2551.32,470
Finger Closing,105,474,2316.72,469
Finger Closing,106,484,2365.59,470
Finger Closing,107,478,2336.27,472
Finger Closing,108,543,2653.96,472
Finger Closing,109,618,3020.53,472
Finger Closing,110,659,3220.92,473
Finger Closing,111,715,3494.62,473
Finger Closing,112,787,3846.53,472
Finger Closing,113,787,3846.53,470
Finger Closing,114,806,3939.39,468
Finger Closing,115,956,4672.53,468
Finger Closing,116,984,4809.38,466
Finger Closing,117,984,4809.38,465
Finger Closing,118,984,4809.38,464
Finger Closing,119,984,4809.38,464
Finger Closing,120,984,4809.38,463
Finger Closing,121,975,4765.4,461
Finger Closing,122,813,3973.61,460
Finger Closing,123,691,3377.32,459
Finger Closing,124,607,2966.76,456
Finger Closing,125,510,2492.67,457
Finger Closing,126,384,1876.83,456
Finger Closing,127,310,1515.15,453
Finger Closing,128,304,1485.83,436
Finger Closing,129,440,2150.54,7
Finger Closing,130,589,2878.79,447
Finger Closing,131,588,2873.9,452
Finger Closing,132,566,2766.37,447
Finger Closing,133,622,3040.08,446
Finger Closing,134,634,3098.73,445
Finger Closing,135,579,2829.91,444
Finger Closing,136,599,2927.66,444
Finger Closing,137,702,3431.09,444
Finger Closing,138,677,3308.9,446
Finger Closing,139,566,2766.37,453
Finger Closing,140,525,2565.98,444
Finger Closing,141,411,2008.8,443
Finger Closing,142,491,2399.8,443
Finger Closing,143,480,2346.04,444
Finger Closing,144,594,2903.23,442
Finger Closing,145,667,3260.02,442
Finger Closing,146,728,3558.16,441
Finger Closing,147,749,3660.8,442
Finger Closing,148,888,4340.18,442
Finger Closing,149,828,4046.92,442
Finger Closing,150,857,4188.66,441
Finger Closing,151,968,4731.18,440
Finger Closing,152,985,4814.27,441
Finger Closing,153,985,4814.27,441
Finger Closing,154,984,4809.38,445
Finger Closing,155,984,4809.38,439
Finger Closing,156,985,4814.27,440
Finger Closing,157,985,4814.27,439
Finger Closing,158,984,4809.38,439
Finger Closing,159,909,4442.82,439
Finger Closing,160,838,4095.8,439
Finger Closing,161,757,3699.9,439
Finger Closing,162,650,3176.93,441
Finger Closing,163,626,3059.63,441
Finger Closing,164,625,3054.74,441
Finger Closing,165,504,2463.34,440
Finger Closing,166,500,2443.79,440
Finger Closing,167,386,1886.61,440
Finger Closing,168,337,1647.12,439
Finger Closing,169,302,1476.05,438
Finger Opening,170,234,1143.69,438
Finger Opening,170,194,948.19,437
Finger Opening,169,181,884.65,437
Finger Opening,168,144,703.81,436
Finger Opening,167,130,635.39,436
Finger Opening,166,116,566.96,435
Finger Opening,165,109,532.75,434
Finger Opening,164,101,493.65,434
Finger Opening,163,113,552.3,434
Finger Opening,162,137,669.6,434
Finger Opening,161,128,625.61,434
Finger Opening,160,217,1060.61,437
Finger Opening,159,316,1544.48,435
Finger Opening,158,337,1647.12,436
